Title,Description,Course_Link,Course_Rating,Rating_Number,Course_Completed_By,Instructor,Instructor_Link,Instructor_Rating,Rating_Out_Of,Learners_Age_Range,Learners_Per_Class,Course_Price
6th Grade Math | Full Curriculum | 2 Classes/Week,This is a full curriculum class covering grade 6 math topics. Ideal for homeschool and after school learners. This is an interactive class- learners will participate in activities and math games to reinforce their learning while having fun!,https://outschool.com/classes/6th-grade-math-full-curriculum-9WHSRdeB,3,2,6,Mind over Math - Tutoring and Group Classes,https://outschool.com/teachers/Mind-Over-Math,4.9,286,9-13,1-12,$34
"Algebra 1 Full Course (Live Twice Per Week, Ongoing)","Weekly Algebra 1 topics (outlined in description) taught in a student-centered, engaging style! Perfect for homeschooled students wanting a full curriculum Algebra 1 course or students needing review or extra help on specific topics.",https://outschool.com/classes/algebra-1-full-course-live-twice-per-week-ongoing-qld6ci5M,N/A,N/A,3,Megan McAra (M. Ed) Math Class Can Be Fun!,https://outschool.com/teachers/Megan-Mc,5,86,12-16,3-8,$36
The Circus Is in Town! A Telling Time to the Quarter Hour Escape Adventure,"The circus is in town, but the animals are missing. Solve the ""Telling Time"" to the quarter hour math clues to find the animals so the show can go on.",https://outschool.com/classes/the-circus-is-in-town-a-telling-time-to-the-quarter-hour-escape-adventure-K8CZsY1j,5,3,11,"Sharon Gribble, MEd",https://outschool.com/teachers/Teacher_Sharon,4.9,489,6-9,1-6,$13
6th Grade Math Full Curriculum Project Based/Gamified Learning,"This course teaches the essential 6th grade math curriculum through printable lessons with feedback on student work, as well as pairing each lesson with a creative project or fun review game!",https://outschool.com/classes/6th-grade-math-full-curriculum-project-basedgamified-learning-O8tCLSPp,N/A,N/A,7,"Ms. Mac, B.S. Elementary Education",https://outschool.com/teachers/Ms-Mac-Farlane,4.7,17,10-13,3-7,$30
Patterns in Algebra: Critical Thinking Class Level 2,"In this small group Algebra prep course, students complete problem solving activities each week that will help them be more successful in Algebra. #academic",https://outschool.com/classes/patterns-in-algebra-critical-thinking-class-level-2-UlyvFovr,5,4,23,Mrs. Kennedy (M.Ed.),https://outschool.com/teachers/Mary-Kennedy,5,104,13-16,1-3,$13
Pre-Algebra: Changing Decimals to Fractions Review,"In this one time class, students will review changing decimals to fractions.",https://outschool.com/classes/pre-algebra-changing-decimals-to-fractions-review-ElOcXDwi,5,3,18,Ms. Julie-(B.S./MA RDG/MATH/ESL/ACE),https://outschool.com/teachers/Ms-Julie,4.8,671,9-14,5-8,$24
"Algebra 1 | Second Semester | Full Semester Course with Advanced Polynomials | Polynomials, Quadratics, & Other Functions for Algebra 1 | Exponential, Quadratic & Absolute Value Functions, Factoring Polynomials (Ongoing)","Perfect for Algebra 1 second semester level or prep for Algebra 2 first semester-absolute value and piecewise functions, exponentials, laws of exponents, factoring and quadratics, and graphing of polynomial functions. SAT / ACT prep and word problems that are application based are included. This is also a fabulous summer prep before taking Algebra 2.",https://outschool.com/classes/algebra-1-second-semester-full-semester-course-with-advanced-polynomials-polynom-yBzMxc3Q,5,15,94,Professor Kitty BS ChemE-UVa; MBA-Case Western,https://outschool.com/teachers/Professor-Kitty,5,369,11-16,5-12,$34
"Algebra 1, Full Curriculum, Ongoing Class, Three Days per Week, With a Licensed Math Teacher","This rigorous, ongoing course will cover the full year of Common Core Algebra 1.",https://outschool.com/classes/algebra-1-full-curriculum-ongoing-class-three-days-per-week-with-a-licensed-math-gOXrDfEt,5,2,9,Mrs. Mary,https://outschool.com/teachers/Mary-Goll,5,36,10-15,3-15,$60
Introduction to Beginning Division and Division Facts (Ongoing Math Class),"In this beginning division and division facts ongoing class, students will be introduced to division and division facts up to 12.",https://outschool.com/classes/introduction-to-beginning-division-and-division-facts-ongoing-math-class-3hEm5Hnf,5,7,29,Ms. Julie-(B.S./MA RDG/MATH/ESL/ACE),https://outschool.com/teachers/Ms-Julie,4.8,671,7-12,1-5,$24
6th Grade Math Chapter 2 (Fractions and Decimals),"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Big Ideas Math, Grade 6, Chapter 2. #academic",https://outschool.com/classes/6th-grade-math-chapter-2-fractions-and-decimals-16iqqAvv,N/A,N/A,N/A,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,11-12,2-3,$90
Learn Art of Multiplication Till 100 Within Seconds,"In this exciting class, students will learn the trick of doing quick multiplications (eg 3 digit number with 1 digit). Please check the age before you enroll your child as this class requires kids to be comfortable with times table up to 9. #academic",https://outschool.com/classes/learn-art-of-multiplication-till-100-within-seconds-tTx9Zahm,4.7,191,1020,"Einsteins Square: Chess, Coding, Math, Art, Games",https://outschool.com/teachers/EinsteinsSquare,4.8,"4,766",10-15,2-5,$18
"Fractions for Beginners Read, Write, and Draw the Whole, Half, Third, and Fourth ESL Friendly CEFR B1 B2 C1 C2",Highly Interactive and Engaging in depth instruction will teach students to create and interpret fractions! #ACADEMIC,https://outschool.com/classes/fractions-for-beginners-read-write-and-draw-the-whole-half-third-and-fourth-esl-5SzKEN1t,4.9,12,63,"Jamie Jones, MSA",https://outschool.com/teachers/Jamie-Guthrie-Jones,4.9,"2,072",7-12,2-4,$15
Beginning Multiplication Facts 0 To 4,"In this beginning multiplication 0 to 4 facts ongoing class, students will be introduced to beginning Multiplication Facts 0 to 4.",https://outschool.com/classes/beginning-multiplication-facts-0-to-4-yQipAnci,5,1,9,Ms. Julie-(B.S./MA RDG/MATH/ESL/ACE),https://outschool.com/teachers/Ms-Julie,4.8,671,6-11,5-8,$24
Pre-Calculus for Mathematicians: Semester 1/2 Functional Topics (Ongoing),Mathematicians will learn and explore Pre-Calculus skills in this ongoing course with new principles covered each session. May be taken as a complete Pre-Calculus class or may supplement a traditional class. Prerequisite: Algebra II,https://outschool.com/classes/pre-calculus-for-mathematicians-semester-12-functional-topics-ongoing-l2qkaF8x,5,4,13,Kristen LeGeyt M.Ed. Secondary Mathematics,https://outschool.com/teachers/Kristen-Le-Geyt-M-Ed,5,210,14-18,2-18,$25
101 Private Customized Math Curriculum & Homework Help Grades 9 & 10 - 1 Hour Weekly,"In this class, student will receive a 1:1 private, individualized session with an experience High school Math teacher to help cover the curriculum or assignment help.",https://outschool.com/classes/101-private-customized-math-curriculum-homework-help-grades-9-10-1-hour-weekly-QRUc6tx1,N/A,N/A,N/A,StudentScholars,https://outschool.com/teachers/studentscholars,3.9,73,13-18,1-6,$43
"Multiplication Mayhem → Exciting, Game-Based Multiplication Practice","In this super fun ongoing class, students will get LOTS of practice with their multiplication facts, while having fun, making new friends, and interacting/competing with other learners.",https://outschool.com/classes/multiplication-mayhem-exciting-game-based-multiplication-practice-Bp1JF44x,N/A,N/A,N/A,"Mary Bailey, B. Ed.",https://outschool.com/teachers/Mary-202008,5,2,8-13,3-12,$25
Kindergarten Full Curriculum Learn at Home Standards-Aligned Lessons,In this 5x a week class we will meet for 80 minutes with a movement or potty break in the middle and cover all the standards and get them ready for 1st grade. Aligned with U.S. Core State Standards:,https://outschool.com/classes/kindergarten-full-curriculum-learn-at-home-standards-aligned-lessons-AaudLCZ6,N/A,N/A,1,"Trammell Classes Dragon Academy, DnD, Coding , RPG",https://outschool.com/teachers/Trammell-Classes,4.8,630,4-6,4-8,$98
Word Problems: 4th Grade Math,"In this ongoing course, students will solve word problems to learn, review and practice all crucial and required topics of fourth grade math, including multiplication, division, fractions, decimals and more. #academic",https://outschool.com/classes/word-problems-4th-grade-math-AK9sDlSe,N/A,N/A,9,Stone Bridges Academy,https://outschool.com/teachers/Stone-Bridges-Academy,4.9,277,8-10,1-6,$10
2ND Grade Math Review/3RD Grade Math Full Curriculum,"In this ongoing class, students will review/learn 2nd grade math #academic",https://outschool.com/classes/2nd-grade-math-review3rd-grade-math-full-curriculum-qVVmUceZ,4,1,2,"Teacher Shaniqua H, MSW",https://outschool.com/teachers/Shaniqua-Holmes,5,239,7-10,3-6,$12
Grade 2- Singapore Math - Full Year Program - 1 Hour Weekly,"In this class, learners will learn the full year Grade 2 Singapore Math Curriculum in a small group setting.",https://outschool.com/classes/grade-2-singapore-math-full-year-program-1-hour-weekly-BsEsS8sj,5,3,10,StudentScholars,https://outschool.com/teachers/studentscholars,3.9,73,5-9,2-4,$30
7th Grade Math Chapter 6 (Percents),"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Big Ideas Math, Grade 7, Chapter 6. #academic",https://outschool.com/classes/7th-grade-math-chapter-6-percents-opPkwnus,N/A,N/A,N/A,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,12-13,2-3,$90
Math Made Fun (with music) - 2nd Grade Math Prep,"In this ongoing class, children will spend one day, each week, using music to make learning math fun.",https://outschool.com/classes/math-made-fun-with-music-2nd-grade-math-prep-BBFfvgZ7,5,1,1,Mr. Mike (MS SpEd),https://outschool.com/teachers/mikecohen,5,19,5-8,1-6,$20
After School One to One Math Tutoring,"This is a 50-minute tutoring session for students who need help in Pre-Algebra, Algebra, Pre-Calculus, Trigonometry or Calculus.",https://outschool.com/classes/after-school-one-to-one-math-tutoring-O5Mq5mkb,5,3,10,Tricha Louis,https://outschool.com/teachers/Miss-Louis,5,16,12-17,1-2,$50
Beginning Multiplication and Division Fact Families,"In this one time class, students will learn about Multiplication and Division Fact Families up to 12.",https://outschool.com/classes/beginning-multiplication-and-division-fact-families-s5k9ibqe,5,4,32,Ms. Julie-(B.S./MA RDG/MATH/ESL/ACE),https://outschool.com/teachers/Ms-Julie,4.8,671,7-12,5-7,$23
Learn Multiplication up to 100 Within Seconds (Two Digits by Two Digits),Students will practice mental maths by solving 2 digit multiplication with 2 digits within seconds and in a single line. #academic,https://outschool.com/classes/learn-multiplication-up-to-100-within-seconds-two-digits-by-two-digits-T2HwcAM1,4.8,65,324,"Einsteins Square: Chess, Coding, Math, Art, Games",https://outschool.com/teachers/EinsteinsSquare,4.8,"4,766",11-16,1-5,$15
Math Homeschool FULL Curriculum 4th Grade,Students will master 4th grade math standards. This is an interactive course. No Open Slots? Message Me and See You In Class!,https://outschool.com/classes/math-homeschool-full-curriculum-4th-grade-Inujscg8,N/A,N/A,1,"Courtney Daniels, Ed.S.",https://outschool.com/teachers/Mrs-Courtney-Daniels,5,13,8-9,1-5,$100
Aim High! | It's AB Calculus! | (Ongoing),#academic - A 50-minute session each week will strengthen skills while introducing the initial concepts of Calculus. Students with Algebra 2 and PreCalc skills can jump in at anytime. I cycle through all the concepts of the first semester of AB Calculus in such a modular way to treat each topic as introducing.,https://outschool.com/classes/aim-high-its-ab-calculus-yveSGR6H,5,1,23,Professor Kitty BS ChemE-UVa; MBA-Case Western,https://outschool.com/teachers/Professor-Kitty,5,369,14-18,3-12,$39
Introduction to Division: Beginning Division With and Without Remainders,"In this one time math class, students will learn and practice beginning division with and without remainders using division facts up to 12.",https://outschool.com/classes/introduction-to-division-beginning-division-with-and-without-remainders-izyQTuv3,4.8,25,127,Ms. Julie-(B.S./MA RDG/MATH/ESL/ACE),https://outschool.com/teachers/Ms-Julie,4.8,671,7-12,1-5,$22
Personalized 1-On-1 Math Tutoring Prek - 7th (Private Ongoing).,This ongoing one-on-one tutoring class will be designed specifically for your child around their current need or desire to advance or simply homework assistance.,https://outschool.com/classes/personalized-1-on-1-math-tutoring-prek-7th-private-ongoing-ZrgRIxIN,4.7,37,168,Teacher Rusty,https://outschool.com/teachers/Rusty-Thompson,4.8,116,4-14,1,$35
+ Tutoring for Mathematicians: Weekly Middle & High School Math Tutor (Ongoing),"Ongoing sessions for individual Algebra tutoring for mathematicians studying Pre-Algebra, Algebra I, or Algebra II. Topics covered will be personalized to meet the needs of each leaner.",https://outschool.com/classes/tutoring-for-mathematicians-weekly-middle-high-school-math-tutor-ongoing-xbXArJ3w,5,4,23,Kristen LeGeyt M.Ed. Secondary Mathematics,https://outschool.com/teachers/Kristen-Le-Geyt-M-Ed,5,210,13-17,1-2,$60
Pre-Algebra: Factors and Multiples Review,"In this one time course, students will review and practice finding the factors and multiples for given numbers.",https://outschool.com/classes/pre-algebra-factors-and-multiples-review-49IeA265,N/A,N/A,5,Ms. Julie-(B.S./MA RDG/MATH/ESL/ACE),https://outschool.com/teachers/Ms-Julie,4.8,671,8-13,5-8,$24
